km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
29000,Diesel,Individual,Manual,First Owner,22,1498,108,5,5
50000,Diesel,Individual,Manual,First Owner,19,1461,83,5,6
110000,Petrol,Individual,Manual,First Owner,20,1197,78,5,13
23000,Petrol,Individual,Manual,First Owner,21,1197,83,5,5
40000,Petrol,Dealer,Manual,First Owner,20,1198,67,5,6
60000,Diesel,Individual,Manual,First Owner,21,1396,88,5,5
127000,Diesel,Individual,Manual,First Owner,28,1248,74,5,5
140000,Diesel,Individual,Manual,First Owner,21,1248,88,5,9
5000,Petrol,Individual,Manual,First Owner,20,999,72,7,3
70000,Diesel,Individual,Manual,First Owner,26,1248,74,5,7
60000,Diesel,Individual,Manual,First Owner,19,1248,73,5,11
40000,Petrol,Individual,Manual,Second Owner,16,1199,74,5,6
40000,Petrol,Individual,Manual,Second Owner,16,1199,74,5,6
70000,Petrol,Individual,Manual,Second Owner,18,1061,67,5,13
35000,Petrol,Individual,Manual,First Owner,19,1086,68,5,13
50000,Diesel,Individual,Manual,Third Owner,19,1396,69,5,10
42462,Petrol,Dealer,Manual,First Owner,16,1497,116,5,9
54723,Diesel,Dealer,Manual,First Owner,25,1248,74,5,7
20375,Petrol,Dealer,Manual,First Owner,20,1197,81,5,4
43978,Diesel,Dealer,Manual,Second Owner,28,1248,74,5,9
28832,Diesel,Dealer,Manual,First Owner,23,1248,74,5,5
3177,Petrol,Dealer,Manual,First Owner,18,1194,94,5,3
39414,Petrol,Dealer,Manual,First Owner,18,1197,81,5,7
30078,Petrol,Dealer,Manual,First Owner,15,1396,70,5,10
44588,Petrol,Dealer,Manual,First Owner,21,814,55,5,10
49907,Petrol,Dealer,Manual,First Owner,21,998,67,5,7
67082,Petrol,Dealer,Manual,Second Owner,21,1197,81,5,9
40000,Petrol,Individual,Manual,First Owner,18,1197,82,5,6
112879,Diesel,Dealer,Manual,Second Owner,23,1498,98,5,6
80000,Petrol,Individual,Manual,Second Owner,19,1198,86,5,9
25000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
10200,Petrol,Individual,Manual,First Owner,17,1497,117,5,4
60000,Diesel,Individual,Manual,First Owner,16,1493,70,7,4
20000,Petrol,Individual,Manual,Second Owner,23,998,67,5,5
60000,Diesel,Individual,Manual,First Owner,16,2179,140,7,5
30000,Petrol,Individual,Manual,Third Owner,23,999,67,5,6
40000,Petrol,Individual,Manual,Second Owner,21,814,55,5,9
60000,Petrol,Individual,Manual,First Owner,20,1197,81,5,6
111000,Petrol,Individual,Manual,First Owner,19,796,46,5,10
70000,Diesel,Individual,Manual,Second Owner,23,1248,74,5,8
100000,Petrol,Individual,Manual,Third Owner,20,998,67,5,12
100000,Petrol,Individual,Manual,Third Owner,20,998,67,5,12
25000,Petrol,Individual,Manual,First Owner,20,998,68,5,5
100000,Petrol,Individual,Manual,First Owner,15,1596,99,5,11
35000,Diesel,Individual,Manual,First Owner,25,1198,77,6,6
25000,Diesel,Individual,Manual,First Owner,25,1186,73,5,4
58000,Petrol,Individual,Manual,First Owner,16,796,37,4,19
20000,Petrol,Individual,Manual,First Owner,19,1194,94,5,3
1300,Petrol,Individual,Manual,First Owner,22,999,67,5,3
120000,Petrol,Individual,Manual,Second Owner,16,796,37,4,25
15000,Petrol,Individual,Manual,First Owner,20,998,67,5,8
9000,Diesel,Dealer,Automatic,First Owner,13,1999,177,5,5
20000,Petrol,Dealer,Automatic,First Owner,22,2487,214,5,3
45000,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,5
110000,Diesel,Individual,Manual,First Owner,14,2179,147,7,7
20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3
68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,6
58343,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,9
38817,Diesel,Dealer,Manual,First Owner,27,1248,74,5,4
56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,6
79328,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,9
5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,3
25538,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,5
69779,Petrol,Dealer,Automatic,First Owner,22,1197,81,5,4
56290,Diesel,Dealer,Manual,First Owner,24,1186,73,5,5
7500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
8500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,3
11000,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,6
2000,Diesel,Dealer,Automatic,First Owner,16,1984,150,5,4
25000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
150000,Diesel,Individual,Manual,First Owner,19,1461,108,5,8
10000,Petrol,Individual,Manual,First Owner,23,998,67,5,4
70000,Diesel,Individual,Manual,First Owner,19,1582,126,5,7
80000,Diesel,Individual,Manual,First Owner,22,1248,74,5,5
50000,Diesel,Individual,Manual,First Owner,25,1248,74,5,7
83000,Diesel,Individual,Manual,Third Owner,22,1582,126,5,8
116000,Diesel,Individual,Manual,Second Owner,23,1248,74,5,9
60000,Petrol,Individual,Manual,Third Owner,15,1172,67,5,7
175802,Diesel,Individual,Manual,Third Owner,19,1248,73,5,14
192000,Diesel,Individual,Manual,Fourth & Above Owner,12,2494,102,8,16
73840,Petrol,Individual,Manual,First Owner,15,1598,103,5,11
162000,Diesel,Individual,Manual,Second Owner,13,2523,63,8,11
20000,Petrol,Individual,Automatic,First Owner,23,999,67,5,4
75000,Petrol,Individual,Manual,Third Owner,18,1197,82,5,9
320000,Diesel,Individual,Manual,Third Owner,12,2179,120,8,11
120000,Diesel,Individual,Manual,Second Owner,20,1498,103,5,7
20000,Petrol,Individual,Manual,First Owner,20,1197,81,5,6
40000,Diesel,Individual,Automatic,First Owner,21,1498,108,5,5
20000,Petrol,Individual,Manual,First Owner,19,796,46,5,12
70000,Petrol,Individual,Manual,First Owner,21,814,55,5,8
30000,Diesel,Individual,Manual,First Owner,19,1461,108,5,6
120000,Diesel,Individual,Manual,First Owner,15,2179,140,7,8
25000,Petrol,Individual,Manual,First Owner,23,999,67,5,3
80000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
67000,Petrol,Individual,Manual,First Owner,19,1197,85,5,9
120000,Petrol,Individual,Manual,Second Owner,19,1086,68,5,14
9000,Diesel,Individual,Manual,First Owner,24,1248,88,5,3
20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3
80000,Petrol,Individual,Manual,Second Owner,14,1595,102,5,12
60000,Diesel,Individual,Automatic,First Owner,15,2755,174,7,4
120000,Diesel,Individual,Manual,First Owner,21,1248,88,5,12
60000,Diesel,Individual,Automatic,First Owner,11,2982,170,7,8
80000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,8
120000,Diesel,Individual,Manual,Second Owner,12,2499,80,10,11
24857,Petrol,Dealer,Automatic,Test Drive Car,16,1799,139,5,3
26442,Petrol,Individual,Manual,First Owner,20,998,68,5,5
35000,Petrol,Individual,Manual,First Owner,17,1373,91,7,5
28000,Petrol,Individual,Manual,Second Owner,19,796,46,5,12
80000,Diesel,Individual,Manual,First Owner,20,1248,88,7,7
39000,Petrol,Individual,Manual,First Owner,19,796,46,5,17
20000,Petrol,Individual,Automatic,First Owner,20,998,67,5,5
50000,Diesel,Individual,Manual,First Owner,21,1461,84,5,9
40000,Petrol,Individual,Automatic,First Owner,19,1199,88,5,5
15000,Petrol,Individual,Manual,First Owner,18,1197,82,5,7
15000,Petrol,Individual,Automatic,First Owner,22,1197,81,5,3
30000,Petrol,Individual,Manual,First Owner,20,1197,81,5,7
70000,Diesel,Individual,Manual,First Owner,26,1498,98,5,8
80000,Petrol,Individual,Manual,First Owner,16,995,62,5,10
80000,Diesel,Individual,Manual,First Owner,15,2523,63,9,9
120000,Diesel,Individual,Manual,First Owner,22,1396,88,5,10
90000,Diesel,Individual,Manual,First Owner,20,1461,83,5,7
110000,Diesel,Individual,Manual,Second Owner,18,1248,73,7,6
120000,Diesel,Individual,Manual,First Owner,12,2494,100,7,7
80000,Diesel,Individual,Manual,First Owner,23,1582,126,5,6
5000,Petrol,Individual,Manual,First Owner,21,1197,81,5,2
50000,Petrol,Individual,Manual,First Owner,18,1198,86,5,5
65000,Diesel,Individual,Manual,First Owner,26,1248,74,5,5
35000,Diesel,Individual,Manual,First Owner,27,1248,74,5,5
90000,Diesel,Individual,Manual,First Owner,27,1498,98,5,7
100000,Diesel,Individual,Manual,First Owner,25,1248,74,5,6
15000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
147000,Diesel,Individual,Manual,First Owner,20,1399,68,5,11
20000,Diesel,Individual,Manual,First Owner,16,2179,140,7,5
120000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,13
250000,Diesel,Individual,Manual,Second Owner,12,2494,102,7,11
69000,Diesel,Individual,Manual,Second Owner,25,1498,99,5,6
80000,Diesel,Individual,Manual,First Owner,28,1248,88,5,5
97000,LPG,Individual,Manual,Third Owner,19,1086,68,5,10
15000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
50000,Diesel,Individual,Manual,First Owner,17,2179,153,7,4
50800,Petrol,Dealer,Manual,Second Owner,19,796,46,5,17
10000,Petrol,Dealer,Manual,First Owner,23,998,67,5,5
30000,Diesel,Individual,Automatic,First Owner,17,2993,261,4,4
60000,Petrol,Individual,Manual,Second Owner,19,796,46,5,10
40142,Diesel,Dealer,Manual,First Owner,24,1120,71,5,4
9400,Petrol,Dealer,Manual,First Owner,18,1197,81,5,3
62000,Diesel,Dealer,Manual,First Owner,25,1198,77,5,6
90000,Diesel,Dealer,Manual,First Owner,18,1248,90,5,11
12584,Diesel,Dealer,Manual,First Owner,16,2498,105,6,3
49000,Petrol,Dealer,Manual,First Owner,19,1198,67,5,6
32000,Petrol,Dealer,Manual,First Owner,24,796,47,5,6
4300,Petrol,Dealer,Manual,First Owner,18,1197,81,5,3
14548,Petrol,Dealer,Manual,First Owner,21,1197,81,5,3
44772,Diesel,Dealer,Manual,Second Owner,23,1498,98,5,4
48500,Diesel,Dealer,Manual,First Owner,25,1248,88,7,4
38000,Petrol,Dealer,Manual,First Owner,24,796,47,5,6
28782,Petrol,Dealer,Manual,First Owner,18,1197,81,5,5
28451,Petrol,Dealer,Manual,First Owner,18,1197,81,5,4
36500,Diesel,Dealer,Manual,First Owner,24,1248,88,5,4
44885,Diesel,Dealer,Manual,First Owner,26,1248,74,5,4
35000,Petrol,Individual,Manual,First Owner,21,814,55,5,8
110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5,13
79000,Diesel,Dealer,Manual,First Owner,25,1248,88,7,5
91000,Diesel,Dealer,Automatic,Second Owner,12,2982,168,7,7
50000,Diesel,Dealer,Manual,First Owner,24,1248,88,5,4
81000,Diesel,Dealer,Manual,Second Owner,28,1248,88,5,6
22000,Petrol,Dealer,Automatic,First Owner,16,1368,160,5,3
41000,Diesel,Dealer,Manual,First Owner,20,1582,126,5,5
50000,Diesel,Dealer,Manual,First Owner,24,1248,88,7,3
66000,Diesel,Dealer,Manual,First Owner,20,1248,88,7,6
65000,Diesel,Dealer,Manual,First Owner,20,1248,88,7,9
76000,Diesel,Dealer,Manual,First Owner,22,1396,88,5,8
95000,Diesel,Dealer,Manual,First Owner,12,2494,102,7,9
55000,Petrol,Dealer,Manual,Second Owner,17,1497,118,5,9
65000,Petrol,Dealer,Manual,First Owner,19,1198,67,7,5
76000,Diesel,Dealer,Manual,First Owner,25,1248,88,7,5
47000,Petrol,Dealer,Manual,Second Owner,16,1373,93,7,4
70000,Diesel,Dealer,Manual,First Owner,23,1248,74,5,5
89000,Diesel,Dealer,Manual,First Owner,22,1248,74,5,8
98000,Diesel,Dealer,Manual,First Owner,13,2393,147,7,5
90000,Diesel,Dealer,Manual,First Owner,13,2393,147,7,6
70000,Diesel,Individual,Manual,First Owner,21,1396,88,5,4
57000,Diesel,Individual,Manual,First Owner,22,1248,74,5,9
70000,Diesel,Individual,Manual,First Owner,26,1248,74,5,5
49200,Petrol,Individual,Manual,First Owner,21,814,55,5,6
125000,Petrol,Individual,Manual,Second Owner,13,1799,130,5,13
60000,Petrol,Individual,Manual,Second Owner,19,1086,68,5,14
120000,Petrol,Individual,Manual,Second Owner,15,1196,73,5,7
110000,Petrol,Individual,Manual,Third Owner,19,796,46,5,18
70000,Petrol,Individual,Manual,Second Owner,18,1061,67,5,15
168000,Petrol,Individual,Manual,Second Owner,18,998,67,5,16
30000,Diesel,Individual,Manual,First Owner,16,2179,140,7,4
60000,Diesel,Individual,Manual,First Owner,24,1120,70,5,7
131111,Diesel,Individual,Manual,First Owner,25,1248,74,5,6
120000,Diesel,Individual,Manual,Second Owner,19,1461,65,5,15
58400,Diesel,Individual,Manual,Second Owner,19,1248,73,5,10
23400,Petrol,Individual,Manual,Second Owner,23,998,67,5,6
50000,Petrol,Individual,Manual,First Owner,23,998,67,5,4
90000,Diesel,Individual,Manual,First Owner,15,2179,140,7,8
3010,Petrol,Individual,Automatic,First Owner,20,1086,68,5,3
80000,Diesel,Individual,Manual,First Owner,21,1248,88,5,12
155000,Diesel,Individual,Manual,Second Owner,17,1399,68,5,11
70000,Petrol,Individual,Manual,Second Owner,16,796,37,4,24
4000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
35000,Petrol,Individual,Manual,Second Owner,19,796,46,5,15
121000,Petrol,Individual,Manual,First Owner,17,993,60,5,19
110000,Diesel,Individual,Manual,Second Owner,22,1498,98,5,7
170000,Diesel,Individual,Manual,Second Owner,17,1399,68,5,12
175000,Diesel,Individual,Manual,Third Owner,17,1248,75,5,12
30000,Diesel,Individual,Manual,First Owner,16,1997,140,7,4
163000,Diesel,Individual,Manual,First Owner,17,1399,68,5,14
163000,Diesel,Individual,Manual,First Owner,17,1399,68,5,14
77088,Diesel,Individual,Manual,First Owner,14,2489,95,8,12
110000,Diesel,Individual,Manual,Third Owner,23,1461,63,5,11
136511,Diesel,Individual,Manual,First Owner,15,2523,62,7,6
80000,Petrol,Individual,Manual,First Owner,16,1373,93,7,7
60000,Petrol,Individual,Manual,First Owner,16,1373,93,7,7
36000,Petrol,Individual,Manual,First Owner,20,1197,83,5,6
65000,Petrol,Individual,Manual,Second Owner,18,998,67,5,10
50000,Diesel,Individual,Automatic,First Owner,17,1995,184,5,11
60000,LPG,Individual,Manual,First Owner,26,998,58,5,10
82500,Diesel,Individual,Manual,First Owner,20,1248,75,5,9
30000,Diesel,Individual,Manual,Second Owner,23,1498,98,5,4
100000,Diesel,Individual,Manual,Third Owner,18,1991,147,5,11
70000,Diesel,Individual,Manual,Second Owner,26,1248,74,5,7
85000,Diesel,Individual,Manual,First Owner,20,1248,88,5,5
60000,Petrol,Individual,Manual,Second Owner,20,998,67,5,8
20000,Petrol,Individual,Manual,Third Owner,22,796,47,5,7
80000,Diesel,Individual,Manual,First Owner,19,1461,108,5,8
100000,Diesel,Individual,Manual,Second Owner,13,2489,95,8,13
80000,Diesel,Individual,Manual,Second Owner,24,1248,88,5,6
35000,Petrol,Individual,Manual,First Owner,17,1193,88,5,5
139000,Diesel,Individual,Manual,First Owner,25,936,57,5,9
90000,Petrol,Individual,Automatic,Second Owner,19,796,46,5,17
100000,Petrol,Individual,Manual,First Owner,17,1497,78,5,14
90000,Diesel,Individual,Manual,First Owner,20,1598,103,5,11
105000,Diesel,Individual,Manual,Second Owner,13,2523,63,7,15
40000,Diesel,Individual,Manual,Second Owner,25,1186,73,5,5
90000,Petrol,Individual,Manual,First Owner,20,1197,81,5,5
36710,Petrol,Individual,Manual,Second Owner,22,796,47,5,7
50000,Diesel,Individual,Manual,First Owner,23,909,45,8,4
28180,Diesel,Dealer,Manual,First Owner,23,1248,88,5,6
44000,Diesel,Dealer,Manual,First Owner,23,1248,88,5,5
15000,Diesel,Individual,Manual,First Owner,17,1956,138,5,3
4000,Petrol,Individual,Manual,First Owner,19,1198,67,7,3
30000,Diesel,Individual,Manual,First Owner,23,1248,73,5,8
15000,Petrol,Individual,Manual,First Owner,18,1197,85,5,9
20000,Petrol,Individual,Manual,First Owner,21,1197,83,5,5
56000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
19000,Petrol,Individual,Manual,First Owner,17,1197,81,5,5
30000,Diesel,Individual,Automatic,First Owner,12,2198,158,7,6
70000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
30000,Diesel,Individual,Manual,First Owner,19,1396,69,5,13
15000,Petrol,Individual,Manual,First Owner,15,1196,73,5,3
85000,Petrol,Individual,Manual,First Owner,22,796,47,5,9
50000,Petrol,Individual,Automatic,First Owner,22,1197,81,5,4
20000,Petrol,Individual,Manual,First Owner,17,1197,81,5,3
25000,Petrol,Individual,Manual,First Owner,20,998,67,5,5
25000,Petrol,Individual,Manual,First Owner,17,1198,108,5,4
50000,Petrol,Individual,Manual,First Owner,19,1197,85,5,8
150000,Diesel,Individual,Manual,Fourth & Above Owner,23,1396,90,5,11
90000,Petrol,Individual,Automatic,First Owner,14,1794,138,5,13
100000,Petrol,Individual,Manual,First Owner,17,1193,88,5,3
180000,Diesel,Individual,Manual,Second Owner,17,1399,67,5,14
50000,Petrol,Individual,Manual,Second Owner,22,796,47,5,9
80000,Diesel,Individual,Manual,Third Owner,23,1248,73,5,10
100000,Petrol,Individual,Manual,Third Owner,17,993,60,5,23
93000,Petrol,Individual,Manual,Second Owner,21,814,55,5,8
11500,Diesel,Individual,Manual,First Owner,15,2523,63,9,8
120000,Petrol,Individual,Manual,First Owner,18,1197,82,5,9
50000,Diesel,Individual,Manual,First Owner,14,2489,93,9,7
120000,Petrol,Individual,Manual,First Owner,16,1497,116,5,10
100000,Diesel,Individual,Manual,Second Owner,17,1399,68,5,12
57000,Petrol,Individual,Manual,Second Owner,16,796,37,4,18
60000,Petrol,Individual,Manual,First Owner,21,814,55,5,6
44077,Petrol,Dealer,Automatic,First Owner,17,1499,110,5,5
90000,Petrol,Individual,Manual,Second Owner,24,796,47,5,5
50000,Diesel,Individual,Manual,Second Owner,21,1396,88,5,4
60000,Diesel,Individual,Manual,First Owner,22,1498,98,5,5
20000,Petrol,Individual,Manual,Third Owner,19,1086,68,5,10
90000,Petrol,Individual,Manual,Third Owner,19,796,46,5,12
70000,Diesel,Individual,Manual,Second Owner,25,1498,99,5,6
80000,Diesel,Individual,Manual,First Owner,18,1248,73,8,6
72000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,10
50000,Diesel,Individual,Manual,First Owner,15,1997,120,7,6
90000,Petrol,Individual,Manual,Second Owner,17,1298,85,5,10
17000,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
70000,Diesel,Individual,Manual,First Owner,12,2179,120,8,10
74000,Diesel,Individual,Manual,Second Owner,22,1199,73,5,10
60000,Petrol,Individual,Manual,Second Owner,19,796,46,5,16
15000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
72000,Diesel,Individual,Manual,First Owner,25,1498,98,5,3
25000,Petrol,Individual,Manual,Second Owner,16,1193,64,5,14
114000,Petrol,Individual,Manual,First Owner,19,796,46,5,19
120000,Petrol,Individual,Manual,First Owner,13,1493,100,5,17
250000,Diesel,Individual,Manual,Second Owner,18,1896,66,5,19
55768,Diesel,Individual,Manual,First Owner,17,1405,71,5,13
40000,Petrol,Individual,Automatic,First Owner,18,1197,81,5,5
70000,Petrol,Individual,Manual,Second Owner,21,998,67,5,2
50000,Petrol,Individual,Manual,First Owner,20,1199,84,5,4
20000,Petrol,Individual,Manual,First Owner,23,998,67,5,5
70000,Diesel,Individual,Manual,Second Owner,23,1248,74,5,9
60000,Petrol,Individual,Manual,First Owner,18,1197,82,5,8
120000,Diesel,Individual,Manual,First Owner,17,1405,71,5,13
110000,Diesel,Individual,Manual,Second Owner,21,1248,73,5,11
60000,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
30000,Petrol,Individual,Manual,First Owner,16,995,63,5,13
35000,Diesel,Individual,Manual,First Owner,21,1498,108,5,4
50000,Petrol,Individual,Manual,Third Owner,16,796,37,4,19
100000,Diesel,Individual,Manual,First Owner,19,1461,108,5,10
80000,Diesel,Individual,Manual,Third Owner,15,2179,140,7,10
84000,Diesel,Individual,Manual,Second Owner,20,1498,88,5,8
60000,Diesel,Individual,Manual,First Owner,25,1498,89,5,8
50000,Petrol,Individual,Manual,Second Owner,17,993,60,5,24
60000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,11
100000,Diesel,Individual,Manual,First Owner,16,2179,140,7,7
70000,Diesel,Individual,Manual,First Owner,15,2523,62,7,9
82500,Diesel,Individual,Manual,Second Owner,15,2523,62,7,8
76000,Diesel,Individual,Manual,First Owner,15,2523,62,9,8
87000,Diesel,Individual,Manual,First Owner,18,1248,75,5,11
120000,Diesel,Individual,Manual,First Owner,14,2498,112,7,12
70000,Petrol,Individual,Manual,Second Owner,17,1193,88,5,6
90000,Diesel,Individual,Manual,First Owner,23,1248,74,5,8
188000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,12
120000,Diesel,Individual,Manual,Second Owner,18,1248,73,8,8
80000,Petrol,Individual,Manual,First Owner,17,1497,117,5,7
123278,Petrol,Individual,Manual,Second Owner,20,1197,78,5,12
100000,Diesel,Individual,Manual,Second Owner,26,1498,98,5,8
90000,Diesel,Individual,Manual,First Owner,21,1396,88,5,7
110000,Diesel,Individual,Manual,First Owner,20,1399,68,5,10
110000,Diesel,Individual,Manual,First Owner,20,1399,68,5,9
70000,Diesel,Individual,Manual,First Owner,20,1248,88,5,4
65000,Diesel,Individual,Manual,First Owner,15,2179,140,7,7
70000,Diesel,Individual,Automatic,Second Owner,16,2179,187,5,7
90000,Diesel,Individual,Manual,Third Owner,11,2179,138,7,10
50000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
33000,Petrol,Individual,Manual,First Owner,21,814,55,5,4
26500,Petrol,Individual,Manual,First Owner,22,796,47,5,7
60000,Petrol,Individual,Manual,Fourth & Above Owner,17,1086,62,5,11
70000,Diesel,Individual,Manual,Third Owner,23,1248,74,5,9
80000,Petrol,Individual,Manual,First Owner,20,1198,67,5,7
60000,Diesel,Individual,Manual,First Owner,22,1396,88,5,5
100000,Diesel,Individual,Manual,First Owner,19,1199,75,5,11
80000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,11
35000,Petrol,Individual,Manual,First Owner,18,1197,82,5,6
35000,Diesel,Individual,Automatic,First Owner,10,3198,197,7,4
10000,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
80000,Diesel,Individual,Manual,First Owner,18,1248,75,5,11
50000,Petrol,Individual,Manual,Second Owner,21,814,55,5,10
90000,Petrol,Individual,Manual,Second Owner,17,1061,64,5,16
80000,Petrol,Individual,Manual,First Owner,24,796,47,5,5
25000,Petrol,Individual,Manual,First Owner,23,999,67,5,5
70000,Petrol,Individual,Manual,First Owner,20,998,67,5,8
80000,Petrol,Individual,Automatic,First Owner,17,1197,81,5,3
50000,Diesel,Individual,Manual,First Owner,20,1498,88,5,6
70000,Diesel,Individual,Manual,First Owner,26,1498,98,5,7
60000,Petrol,Individual,Manual,First Owner,20,1198,67,5,5
15000,Petrol,Individual,Manual,First Owner,17,1591,121,5,3
90000,Diesel,Individual,Manual,First Owner,23,1364,67,5,10
28000,Petrol,Individual,Manual,First Owner,17,1198,108,5,4
20000,Petrol,Individual,Automatic,First Owner,17,1197,81,5,3
60000,Diesel,Individual,Manual,First Owner,24,1120,70,5,8
22000,Petrol,Individual,Manual,First Owner,22,796,47,5,7
70000,Diesel,Individual,Manual,Second Owner,11,2179,138,7,12
80000,Diesel,Individual,Manual,First Owner,22,1248,76,5,9
35000,CNG,Individual,Manual,First Owner,26,998,58,5,3
60000,Diesel,Individual,Manual,First Owner,21,1497,108,5,4
20000,Petrol,Individual,Manual,First Owner,23,1199,84,5,4
142000,Diesel,Individual,Manual,Second Owner,23,1248,73,5,9
72000,Diesel,Individual,Manual,First Owner,26,1248,74,5,7
90000,Diesel,Individual,Manual,First Owner,23,1498,98,5,4
80000,Diesel,Individual,Manual,Third Owner,20,1399,68,5,11
125000,Diesel,Individual,Manual,First Owner,23,1396,90,5,11
33000,Petrol,Individual,Manual,First Owner,20,1373,91,5,7
50000,Diesel,Individual,Manual,First Owner,19,1582,126,5,7
120000,Diesel,Individual,Manual,Second Owner,12,2179,120,9,10
35000,Diesel,Individual,Manual,First Owner,25,1186,73,5,4
43000,Diesel,Individual,Manual,First Owner,27,1498,98,5,4
60000,Petrol,Individual,Manual,First Owner,19,796,46,5,15
148000,Diesel,Individual,Manual,Second Owner,12,2179,120,9,10
70000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,8
96000,Petrol,Individual,Manual,First Owner,16,1498,97,5,11
70000,Diesel,Individual,Manual,First Owner,15,1997,120,7,7
70000,Diesel,Individual,Manual,Second Owner,23,1248,73,5,10
18484,Petrol,Individual,Manual,First Owner,20,1197,81,5,5
70000,Diesel,Individual,Manual,First Owner,13,2179,138,7,11
25000,Petrol,Individual,Manual,Second Owner,19,796,46,5,12
120000,Diesel,Individual,Manual,Third Owner,22,1199,73,5,9
55000,Petrol,Individual,Manual,First Owner,20,1197,83,5,5
10000,Petrol,Individual,Manual,Second Owner,17,1497,121,5,3
60000,Diesel,Individual,Manual,First Owner,25,1198,77,6,2
30000,Diesel,Individual,Manual,First Owner,28,1248,74,5,4
65000,Petrol,Individual,Manual,First Owner,17,1086,62,5,9
50000,Diesel,Individual,Manual,Second Owner,21,1396,88,5,10
2560,Petrol,Individual,Automatic,First Owner,24,1199,83,5,3
60000,Petrol,Individual,Manual,First Owner,19,796,46,5,18
80000,Petrol,Individual,Manual,Second Owner,20,998,67,5,6
50000,Petrol,Individual,Manual,Second Owner,16,796,37,4,23
120000,Diesel,Individual,Manual,First Owner,18,1248,73,8,7
120000,Petrol,Individual,Manual,Second Owner,16,1497,116,5,13
47000,Petrol,Individual,Manual,Second Owner,21,814,55,5,9
45000,Diesel,Individual,Manual,First Owner,17,2179,153,7,5
90000,Diesel,Individual,Manual,First Owner,12,2494,102,8,10
110000,Diesel,Individual,Manual,Second Owner,21,1396,88,5,9
95000,Diesel,Individual,Manual,First Owner,15,1997,120,7,5
103655,Diesel,Individual,Manual,Second Owner,22,1582,126,5,10
25000,Petrol,Individual,Automatic,Second Owner,17,1197,81,5,4
80000,Diesel,Individual,Manual,First Owner,19,1461,108,5,8
50000,Petrol,Individual,Manual,Second Owner,25,624,37,4,8
56975,Diesel,Individual,Manual,First Owner,16,2179,140,7,7
110000,Petrol,Individual,Manual,First Owner,0,1086,62,5,12
80000,Petrol,Individual,Manual,Third Owner,19,796,46,5,14
187000,Diesel,Dealer,Manual,Second Owner,17,1399,68,5,12
69000,Diesel,Dealer,Manual,First Owner,18,1388,67,5,9
206000,Diesel,Dealer,Manual,First Owner,22,1498,98,5,7
27000,Diesel,Dealer,Manual,First Owner,22,1498,98,5,4
132000,Diesel,Dealer,Manual,Second Owner,22,1498,89,5,8
75000,Diesel,Dealer,Manual,First Owner,26,1498,99,5,5
18000,Petrol,Dealer,Manual,Second Owner,18,1194,94,5,7
218000,Diesel,Individual,Manual,First Owner,21,1461,64,5,11
10000,Diesel,Individual,Manual,First Owner,22,1396,88,5,6
80000,Diesel,Individual,Manual,First Owner,17,1248,75,5,12
215000,Diesel,Individual,Manual,First Owner,21,1461,64,5,11
137000,Diesel,Individual,Manual,First Owner,17,1399,67,5,10
65000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,11
120000,Petrol,Individual,Manual,Third Owner,17,1497,78,5,15
10000,Petrol,Individual,Automatic,First Owner,23,998,67,5,5
20000,Petrol,Individual,Manual,First Owner,20,1198,67,7,6
